tweet,labels
asaptwelvyy hoe,Offensive Language
ashlynohma wtf dmd bitch,Offensive Language
astroscounti jeff luhnow blame astro blow red sox yank hc,No Hate and Offensive
asvprvchel kitttyjpg  nah im forreal yall pussi smell like dri crusti fish gut,Offensive Language
asvprvchel kitttyjpg nah bitch stank,Offensive Language
atblackfac mrmooncricket uncleunco bobbybotsod fuckthemallcop  ape fuck u broke ass racist,Hate Speech
atblackfac mrmooncricket uncleunco bobbybotsod fuckthemallcop  fuck u bitch,Offensive Language
 rt elleszczepanski hoe aint loyal ,Offensive Language
auroramwj marylmcaffri bbanim mutat genealog convolut basic zebra gene currieri slaughteredextinct,No Hate and Offensive
 either way school trash ,No Hate and Offensive
 pussi ass schedul,Offensive Language
 like talk faggot nice way fag,Hate Speech
 answer snapchat faggot butthurt,Hate Speech
 go sleep faggot,Offensive Language
 one keep faggot,Offensive Language
  wait see fuck cunt ass ,Offensive Language
austinthaintern johnni footbal trash man trash lol,No Hate and Offensive
autyaut miss eat speak miss red bone cook ,No Hate and Offensive
autyaut bitch add,Offensive Language
averycash dallyjackson coaldaddi  youtub could die call mom bitch lmao,Offensive Language
 bruh go like bitch thoe lol final match,Offensive Language
 lmao omm see bitch tryna act like aint feel ahaha,Offensive Language
 lol match ear  ic champion bitch realli would go ham,Offensive Language
 ppl piss basic say suffer tourch tht bitch,Offensive Language
awwyeahmaddi bitch though,Offensive Language
aydontjudgem come stop bitch caus im bout get,Offensive Language
aymrcart nigga pussi shit,Offensive Language
aydren caus sexi bitch,Offensive Language
ayefuckwoodi  liter eat asshol live actual faggot seem littl confus,Hate Speech
ayymartt bitch,Offensive Language
bamitsjustmari bitch moan tear,Offensive Language
 arianagrand ohgtgtgtgtgt bald bitchltltltltltltlt,Offensive Language
bbcandic  joygrenad u cant talk without talk ur cunt mama im thru talk,Offensive Language
 ur faggot teammat  hit someon late like u say hes yap yell u guy def  room,Hate Speech
bgrambo man shut yo bord ass  want hoe  cdfu stay fuckjng wid mann,Offensive Language
bhdragon hes fuck trash,Offensive Language
biackiechan theuncurv tonedagawd curtdatnigga lmfaoooo fag shit man,Offensive Language
blholla dick pussi precious give ruin bullshit done,Offensive Language
blueyupp finger throb pussi slowli cum ur face,Offensive Language
bmsthadcastl account incr retard,Offensive Language
bnighteng feinsandnydn time ranger scout head watch yank prospect ranger,No Hate and Offensive
bossbitchdaphn ,Offensive Language
bridiff bishhhhhh waasup bitch,Offensive Language
bridiff good dnt sucker sad mad bitch,Offensive Language
bukpsychodrama follow vice lord dat rns listen nigga sinc magic almighti hoe,Offensive Language
bunnydahoney lt got hoe,Offensive Language
 meant toward dad gf shes bitch dude,Offensive Language
 quit bein littl bitch b,Offensive Language
babyxshad hoe twerk heavi,Offensive Language
baconparadox two year old oreo,No Hate and Offensive
badassja fuck school bore ghetto,Offensive Language
badbitchamen joeanoaireign put bitch ,Offensive Language
bakarit bitch,Offensive Language
ballbagstev hoe  brossmh,Offensive Language
 im otp bitch hold,Offensive Language
ballardtheg get nigguh street,Offensive Language
bamndeymouth grindin cuzz shit dont stop wat good witcha thou bitch mia,Offensive Language
bamndeymouth alreadi know ima keep trillahappi bday lha bitch love yu nigga,Offensive Language
bangxbroz right pussi,Offensive Language
barackobama marchforinnov send damn beaner back belong n us aint,Hate Speech
barackobama michelleobama omfg elitist bitch one care think go fuck china anyway,Offensive Language
barackobama biden winner last night yea right like char sheen realli winner win lol,No Hate and Offensive
barackobama glad brought kid home fuck face ucmj dont care taliban pussi realli,Offensive Language
barackobama l vote support u u pull rug us nation wor cuz circl trash,No Hate and Offensive
barackobama make weed legal pussi know smoke shit,Offensive Language
 thirtybirdi wow white peopl cracker guess one u,Offensive Language
barbienixon moment silenc bitch chang name everyday ,Offensive Language
 cblaze oddbeast cracker jack shut fuck,Hate Speech
 gonna shut shit bitch u get yo punk ass hoe ass nigga,Offensive Language
 oh realli word u wanna see bout dont wanna hear u gonna want see bitch,Offensive Language
 u lame bitch get fuck gay shit,Offensive Language
 wigga wigga wigga wigga wigga,Offensive Language
barnabyedward  dear daili mail misogynist pile twat ,Offensive Language
barneyfranken jennykutn salon salon chuck full butthurt liber retard,Offensive Language
basedboybob nigga said woke bed fulla bitch aint een fuckin idc shit bout  harder,Offensive Language
basedsaiyan grandpa better comeback hes dead faggot go outsid let go littl ass dick minut,Offensive Language
basketballp whoever made twitter doesnt like laker r make comeback accnt still continu trash talk em,No Hate and Offensive
beamil dumb bitch stfu,Offensive Language
beanrozay im tokyo get higher jet kill dog ass hoe send em vet produc tnkthemonstah,Offensive Language
beattyjustin kyoppcoalit bitch gonna women,Offensive Language
beattyjustin kyoppcoalit one proud hillbilli,No Hate and Offensive
beattyjustin kyoppcoalit obama bitch,Offensive Language
beautifulcallen nigger lol thts offen lol xmas iit coupl drink fine ninja xmas lol,Offensive Language
beaviscumia jimmysdongdat cat gonna scratch dat color boy gonna end da chow mein,No Hate and Offensive
beekayn ala profici neither skill limit pointless stat memor  trash talk,No Hate and Offensive
beenbasedb nigga think mick foley ,Offensive Language
beenslimm dont want one new bitch morph super playa see world,Offensive Language
bekysawi boat hoe,Offensive Language
 buhrowaustin well look like ill buy two big bitch box busch na ,Offensive Language
bengybenfrank niggah follow back ,Offensive Language
bennybalboa lmfaoo yu stupid lha bitch know  never hoeever,Offensive Language
bennybalboa yall thou yalll fuck glad bag trash,Offensive Language
bennybalboa tell boy hoe call,Offensive Language
bennybalboa yall fuck trash boyi gladbagflow,Offensive Language
betodavidthoma jessecanon bitch mom didnt call,Offensive Language
betodavidthoma jessecanon lmfaooo oh well fuck bitch,Offensive Language
bettinavla  senwarren shes anoth straightup conscienceless liar soulless crimin trash,No Hate and Offensive
beyondtomcat youd like wouldnt fag,Hate Speech
beyondfat bitch bruhhh ,Offensive Language
bidenshairplug look like fag time line bore zzzzzz,Hate Speech
bigcatcook deserv victori  await orang armi  disgrac collegehoop ill back next time hoosier,No Hate and Offensive
 bad hes faggot,Offensive Language
bigdaddysnip far asf nigguh,Offensive Language
biglovemus bruh wont happen cuz see big bitch strike,Offensive Language
bigquinnliam  get volcano yet faggot,Offensive Language
 prolli got bomb pussi lol hope haha,Offensive Language
 bitch,Offensive Language
 happi birthday dirti littl bird  tear ,No Hate and Offensive
bigfinehorse gone eat bitch,Offensive Language
billperiman post bet would gone ape shit kill attack muslim,Offensive Language
billperiman offgridsurviv holi fuck hell go epa overz cunt cant wait ,Offensive Language
billperiman like put look race color glass ,No Hate and Offensive
billperiman send fuck muzzi home doj come get motherfuck,Offensive Language
billratchet vottomanempir place pussi stach let pussi take ride,Offensive Language
billionairecrow neelahrel wrong white race fuckin coon slay piec poop plea die alon,Hate Speech
billythathird dimiart aye da fawk ginzo fawk queen fawk nassau,Offensive Language
billythathird mattsliwinski copi tweet ginzo,No Hate and Offensive
 let record song bitch right nowb,Offensive Language
bitchimf lol retard,Offensive Language
bitchimastunna veshaacoutur lmao bitch shut,Offensive Language
bitchmedia bitch shout momz cali keep doin u loveit,Offensive Language
bitcheslovestar one mari friend like bitch dont exist ,Offensive Language
bitchslovemosa bitch realli love mosa though mosagang ,Offensive Language
bitterchick dare one bag dat folk suckin come yo partayyyi da ofay wantin ride eldorato,No Hate and Offensive
bitterchick dat mean get fuck hoe thinkin,Offensive Language
bitterchick hellobaphomet yall crazi white bitch want lay wit bowf,Offensive Language
bittytang sure think women self hate therfor collect women bitch becom campaign men follow,Offensive Language
bittytang yes protest sexism go right home beg guy beat pussi im lost time,Offensive Language
bjwalkinriv bro hoe live,Offensive Language
blacclabel  avi lil nigger,Offensive Language
blackmanusa chrislhay well cracker jack secret servic work jfk anyon,No Hate and Offensive
blackmanusa texasdivepro histor point cracker term irish settl wood midatl hard offen,No Hate and Offensive
blackmanusa killin man  conserv racist like nbp hate honki,Offensive Language
 chill cuz youll regret bro hit hoe rn quit,Offensive Language
blackberrytrol blah peopl determin think condescend bitch loss,Offensive Language
 ha bitch im pickin beach babe left n right west coast ,Offensive Language
 bandana orian call trailer trash wear lil countri getup ,No Hate and Offensive
 lmfao go bed whitey ,Hate Speech
  chicken fri steak boy mash potato gravi green bean corn ice cream browni,No Hate and Offensive
 rollin coal bitch readi blow readi set go,Offensive Language
 thank hun haha,No Hate and Offensive
  bitch got crew hype still got ass beat tonight brought us,Offensive Language
 alway eatin good wit niggah good lookin cd boy got heat bump banger,Offensive Language
 fosho niggah il real busi late,Offensive Language
 yeah niggah play good lowkey want brazil win,Offensive Language
blizzylc ur tour come kick ya nig mia,Offensive Language
bloggerbox  jacob joshua pick similar love faggot ruslan well ,Offensive Language
bloggerbox rianscalia pass foster faggot,Hate Speech
bloggerbox yeawhat maidana made greedi faggot loser atleast broner black,Hate Speech
bloodofjupit yeahbitch,Offensive Language
bluedreammn expectomichaela serious first conver status fb messag call fag lololol,Offensive Language
boazziz promi stand muzzi,No Hate and Offensive
bobbybotsod fuckthemallcop uncleunco mrmooncricket fuck bitch,Offensive Language
bobbybotsod fuckthemallcop uncleunco mrmooncricket ur weird racist bitch,Offensive Language
bobbybotsod mrmooncricket fuckthemallcop uncleunco u eat inbr trailer trash,Offensive Language
bobbyros let hoe tell man,Offensive Language
bodybymalon lesson  dont pass  like lil bitch,Offensive Language
bojieasx slap taco tht hoe face ,Offensive Language
bolanddrumm never life coff shop like starbuck hick though,No Hate and Offensive
bombfantasyyi angelamastr lmao angela look like damn potato bitch keep talkin,Offensive Language
bombfantasyyi pearl jam yellow ledbettergt,No Hate and Offensive
 reason yank dont want anderson longer,No Hate and Offensive
 tccgrouchi mrsmet  llmajer  aplmom frogtox kishkaandpipik ive shot go yellow smoke,No Hate and Offensive
boobah awnser phone pussi,Offensive Language
boobah trash,No Hate and Offensive
bookoutbj ghetto super duper current generat best complement,No Hate and Offensive
borgor pull panti ur teeth write alphabet w ur tongu throb pussi,Offensive Language
bosleyxavi trip acid bitch,Offensive Language
 soundsgoodbro bloggerbox yea u stupid faggot im leav till like  want ride,Hate Speech
bossmel never follow ignor monkey,Hate Speech
bossmancarl lmaooo naw nigga imma stay right mention hoe,Offensive Language
bossmancarl nigga didnt changey hoe tryna shoot know yall cant shoot,Offensive Language
bossmancarl wake ass hoe,Offensive Language
braxxxedel fight shit say free lunch must game fuck caus color like rest,Offensive Language
 shit gon death hoesion like,Offensive Language
brandnewandrew lmaooo rooster hot trash bro u know,Offensive Language
brandinicol get degr first bitch,Offensive Language
branninwgl ill say ya woman want couch plain sight outchea bitch simpl,Offensive Language
